words,pos
trọng điểm,other
trọng lưc,noun
trọng lượng,noun
trọng tài,noun
trọng tải,noun
trọng thưởng,other
trọng yếu,other
trót lọt,adjective
trổ,verb
trôi,verb
trôi chảy,adjective
trôi giạt,verb
trồi,verb
trỗi dậy,verb
trội,adjective
trộm,"verb,noun"
trộm nghĩ,other
trốn,verb
trộn,verb
trông,verb
trông cậy,other
trông chờ,other
trông coi,other
trông ngóng,other
trồng,verb
trống,"noun,adjective"
trống canh,other
trống không,other
trống trải,adjective
trơ,adjective
trơ tráo,adjective
trơ trọi,adjective
trơ trụi,adjective
trở,other
trở giọng,other
trở gót,other
trở lại,other
trở mặt,other
trở nên,other
trở ngại,noun
trở về,other
trở xuống,other
trớ trêu,other
trợ cấp,noun
trợ động từ,other
trợ lý,noun
trợ thủ,noun
trời,noun
trời ơi,other
trơn,adjective
trơn tru,adjective
trớn,verb
trợn,adjective
trớt,other
trợt,verb
tru tréo,other
trù bị,noun
trù chân,other
trù tính,adjective
trù trừ,"verb,noun"
trú ẩn,noun
trú ngụ,other
trụ,noun
truân chuyên,other
truất phế,other
trúc đào,noun
trục,noun
trục trặc,noun
trục xuất,"verb,noun"
trùm,verb
trung,noun
trung bình,other
trung cấp,other
trung du,other
trung đoàn,noun
trung đội,other
trung gian,noun
trung hòa,other
trung khu,noun
trung lập,other
trung niên,other
trung sĩ,other
trung tá,other
trung tâm,noun
trung thành,adjective
trung thu,other
trung thực,adjective
trung tuần,other
trung ương,other
trung văn,other
trùng dương,noun
trùng hợp,other
trùng lập,other
trùng tu,"verb,noun"
trũng,noun
trúng,verb
trúng cử,other
trúng số,other
trúng tủ,other
trúng tuyển,other
truông,noun
trút,verb
truy đuổi,verb
truy kích,other
truy nã,"verb,noun"
truy nguyên,other
truy tố,other
trụy lạc,noun
truyền,verb
truyền bá,verb
truyền cảm,adjective
truyền hình,noun
truyền thanh,noun
truyền thống,noun
truyền thụ,"verb,noun"
truyền thuyết,noun
truyện,noun
truyện ký,noun
trừ,verb
trừ diệt,"verb,noun"
trừ khử,verb
trừ phi,other
trữ,verb
trữ tình,other
trứ danh,other
trưa,noun
trực,adjective
trực giác,noun
trực giao,other
trực khuẩn,noun
trực quan,"adjective,noun"
trực thăng,noun
trực tiếp,other
trực tràng,noun
trưng bày,"verb,noun"
trưng dụng,"verb,noun"
trưng thu,other
trừng,verb
trừng phạt,"verb,noun"
trừng trị,verb
trứng,noun
trứng cá,noun
trứng nước,noun
trước,other
trước đây,other
trước khi,other
trước mặt,other
trước nhất,other
trước tiên,other
trườn,verb
trương,other
trường,noun
trường ca,noun
trường đua,noun
trường học,noun
trường hợp,noun
trường kỷ,noun
trường phái,other
trường thọ,noun
trưởng,noun
trưởng ga,other
trưởng khoa,other
trưởng phòng,other
trưởng thành,"verb,noun"
trượt,verb
trượt tuyết,other
trừu tượng,adjective
tu,other
tu dưỡng,"verb,noun"
tu hú,noun
tu huýt,noun
tu mi,other
tu sửa,verb
tu thân,other
tu từ,noun
tu viện,noun
tù,noun
tù binh,noun
tù hãm,noun
tù túng,adjective
tù và,other
tủ chè,noun
tủ kính,noun
tủ lạnh,noun
tủ sách,noun
tụ điện,noun
tụ họp,other
tua,other
túa,other
tuân lệnh,other
tuân thủ,other
tuần báo,noun
tuần dương hạm,noun
tuần hành,noun
tuần lễ,noun
tuần tra,noun
tuấn kiệt,other
tuấn tú,other
túc cầu,noun
túc hạ,other
túc trực,other
tục,"adjective,noun"
tục huyền,other
tục lệ,noun
tục ngữ,noun
tục tằn,noun
tục tĩu,adjective
tủi thân,other
túi,noun
túi tham,noun
tum húp,other
tùm,other
tũm,other
túm,verb
tụm,verb
tun hút,noun
tủn mủn,noun
tung,other
tung tích,other
tung tóe,other
tùng bách,noun
tùng tiệm,noun
túng quẫn,noun
túng thế,other
tụng niệm,"verb,noun"
tuổi,noun
tuổi thọ,noun
tuổi thơ,other
tuổi trẻ,other
tuôn,verb
tuồng như,other
tuốt,verb
tuột,verb
tuy,other
tuy nhiên,other
tuy rằng,other
tuy thế,other
tùy,other
tùy bút,noun
tùy thân,other
tùy theo,other
tùy thích,other
tùy tùng,noun
tùy viên,noun
tủy,noun
tụy,other
tuyên bố,"verb,noun"
tuyên dương,other
tuyên ngôn,noun
tuyên truyền,"verb,noun"
tuyền đài,noun
tuyển,"verb,noun"
tuyển dụng,noun
tuyển mộ,"verb,noun"
tuyến,noun
tuyết,noun
tuyệt,adjective
tuyệt chủng,noun
tuyệt diệu,adjective
tuyệt đối,other
tuyệt luân,noun
tuyệt tác,noun
tuyệt tích,noun
tuyệt vọng,adjective
tuyệt vời,adjective
tư,other
tư bản,noun
tư cách,noun
tư chất,noun
tư duy,noun
tư hữu,adjective
tư lệnh,noun
tư liệu,noun
tư lợi,other
tư pháp,noun
tư sản,noun
tư thế,noun
tư thù,other
tư thục,noun
tư tưởng,noun
tư vấn,"verb,noun"
từ,noun
từ bi,"noun,adjective"
từ biệt,other
từ bỏ,verb
từ chối,other
từ điển,noun
từ điển học,other
từ nguyên,other
từ nối,other
từ pháp,noun
từ thiện,noun
từ thông,noun
từ tính,"noun,adjective"
từ tốn,adjective
từ vựng,noun
từ vựng học,other
tử cung,noun
tử lộ,other
tử ngữ,noun
tử sĩ,noun
tử tế,adjective
tử thần,noun
tử trận,noun
tử vi,other
tứ chi,noun
tứ đức,other
tứ giác,noun
tứ khoái,other
tứ phía,other
tứ quý,noun
tứ tuần,other
tứ tung,other
tự cao,other
tự cấp,other
tự chủ,other
tự do,"noun,adjective"
tự đắc,adjective
tự động,adjective
tự động hóa,noun
tự giác,adjective
tự hào,adjective
tự học,other
tự lập,"adjective,noun"
tự lực,other
tự nguyện,other
tự nhiên,"adjective,noun"
tự phát,adjective
tự phong,other
tự quyết,other
tự sát,"verb,noun"
tự thú,other
tự tiện,adjective
tự tin,other
tự trị,"verb,noun"
tự trọng,other
tự túc,other
tự xưng,other
tự ý,other
tựa,"noun,adjective"
tựa hồ,other
tức cười,other
tức giận,other
tức là,other
tức thì,other
tức tốc,adverb
tưng bừng,adjective
từng,other
từng trải,other
tước,"verb,noun"
tước đoạt,verb
tươi,adjective
tươi cười,other
tươi tắn,adjective
tưới,verb
tươm tất,adjective
tương đắc,other
tương đối,other
tương đương,other
tương lai,other
tương quan,noun
tương trợ,"noun,verb"
tương tư,"noun,verb"
tương ứng,other
tường,noun
tường tận,other
tường thuật,"noun,verb"
tưởng,"verb,noun"
tưởng nhớ,other
tưởng tượng,"verb,noun"
tướng,noun
tướng mạo,noun
tượng,noun
tượng hình,noun
tượng trưng,other
tửu điếm,noun
tửu sắc,"noun,adjective"
ty,other
tỳ,other
tỷ,noun
tỷ giá,noun
tỷ lệ,noun
tỷ số,noun
tỷ trọng,noun
u,other
u ám,other
u ẩn,"noun,adjective"
u hồn,noun
u ơ,other
u ran,other
u sầu,"noun,adjective"
u tịch,other
u uất,adjective
ù,other
ủ,other
ủ dột,adjective
ủ ê,other
ủ rũ,adjective
ú ớ,other
ú ụ,other
ùa,other
ủa,other
úa,other
uẩn khúc,noun
uất hận,noun
uất ức,"noun,adjective"
ục ịch,other
uể oải,adjective
uế khí,noun
ủi,verb
úi,other
úi chà,other
um tùm,noun
ùm,other
ung,other
ung dung,other
ung nhọt,other
ung thư,noun
ủng,noun
ủng hộ,"verb,noun"
úng,other
uốn,verb
uốn nắn,verb
uốn quanh,other
uống,verb
úp,verb
úp mở,other
út,adjective
ụt ịt,other
uy danh,other
uy hiếp,"verb,noun"
uy lực,noun
uy nghi,other
uy phong,other
uy quyền,"noun,adjective"
uy thế,other
uy tín,"noun,adjective"
ủy ban,noun
ủy mị,adjective
ủy quyền,noun
ủy thác,noun
ủy viên,noun
úy lạo,other
uỵch,other
uyên bác,other
uyên thâm,other
uyển chuyển,adjective
ứ,other
ứ đọng,"verb,noun"
ứ huyết,noun
ưa,"verb,adverb"
ưa nhìn,adjective
ứa,verb
ức,other
ức chế,"noun,verb"
ực,other
ưng,other
ưng thuận,verb
ửng hồng,adjective
ứng biến,"verb,noun"
ứng dụng,noun
ứng đáp,other
ứng khẩu,other
ứng phó,other
ứng thí,other
ước,"verb,noun"
ước chừng,other
ước định,other
ước độ,noun
ước hẹn,other
ước lượng,"verb,noun"
ước mong,other
ước mơ,noun
ước muốn,noun
ước vọng,noun
ướm,verb
ươn,adjective
ươn hèn,adjective
ưỡn ẹo,other
ương ngạnh,noun
ướp,verb
ướp lạnh,other
ướt,adjective
ướt át,adjective
ướt đẫm,adjective
ưu ái,other
ưu điểm,noun
ưu phiền,adjective
ưu sầu,adjective
ưu tiên,other
ưu việt,adjective
va,other
va li,noun
va ni,other
và,other
vả,other
vả lại,other
vá,other
vá víu,other
vạ,other
vác,verb
vạc,noun
vạc dầu,noun
vách,noun
vạch,noun
vạch trần,verb
vai,other
vai trò,other
vài,other
vải,noun
vại,noun
vàm,other
van,other
van nài,other
van xin,other
vãn,adjective
vãn hồi,"verb,noun"
ván,noun
vạn,other
vạn năng,adjective
vạn sự,other
vạn thọ,noun
vạn vật,noun
vang,"noun,adjective"
vang lừng,other
vàng,"noun,adjective"
vàng anh,other
vàng khè,other
vàng mười,other
vàng son,noun
vàng tây,noun
vàng y,other
vãng lai,noun
váng,noun
vành,noun
vành đai,noun
vành tai,noun
vào,other
vào hùa,other
vào khoảng,other
vạt,noun
vay,"verb,noun"
vảy,noun
váy,noun
vằm,verb
văn bằng,noun
văn cảnh,noun
văn chương,noun
văn đàn,noun
văn hóa,noun
văn học,noun
văn kiện,noun
văn minh,noun
văn phong,noun
văn phòng,noun
văn phòng phẩm,noun
văn thơ,other
văn vật,noun
văn vẻ,other
vắn,adjective
vặn,verb
vặn hỏi,other
văng,verb
vẳng,other
vắng,adjective
vắng vẻ,adjective
vắt,verb
vắt óc,other
vặt,verb
vặt vãnh,adjective
vân,noun
vân vân,other
vân vê,verb
vần,noun
vần thơ,noun
vẩn đục,adjective
vẫn,other
vấn,noun
vấn đáp,noun
vấn đề,noun
vấn vít,noun
vận,"verb,noun"
vận chuyển,"verb,noun"
vận hành,"verb,noun"
vận tải,noun
vận tốc,noun
vâng,other
vâng lời,other
vấp,verb
vất vả,adjective
vật,noun
vật chất,noun
vật liệu,noun
vật lý học,other
vật thể,noun
vẩu,adjective
vây,other
vây cánh,noun
vầy,other
vẫy,verb
vấy,verb
vấy vá,other
vậy,other
vậy mà,other
vậy thì,other
ve,other
ve sầu,noun
ve vẩy,"verb,noun"
vè,other
vẻ,other
vẻ vang,adjective
vẽ,verb
vé,noun
vén,verb
vẹn toàn,adjective
vẹn vẽ,"adjective,verb"
vèo,other
véo,verb
véo von,other
vét,verb
vẹt,noun
vê,verb
về,other
về hưu,other
vế,noun
vệ,other
vệ binh,noun
vệ sinh,noun
vệ tinh,noun
vênh,adjective
vênh váo,adjective
vểnh,verb
vết,noun
vết thương,noun
vệt,noun
vi khuẩn,noun
vi ô lông,noun
vi phạm,"verb,noun"
vi ta min,other
vi vút,verb
vì,other
vì sao,other
vì thế,other
vỉ,noun
vĩ đại,adjective
vĩ độ,noun
vĩ tuyến,noun
ví,other
ví như,other
ví thử,other
vị,adjective
vị chi,other
vị giác,noun
vị kỷ,adjective
vị lai,other
vị ngữ,other
vị tha,adjective
vị trí,noun
vỉa,noun
vỉa hè,noun
việc,noun
việc làm,noun
viêm,noun
viên chức,noun
viền,noun
viễn cảnh,noun
viễn thông,noun
viện,noun
viện cớ,other
viện lý,other
viện trợ,noun
viếng thăm,"verb,noun"
viết,verb
việt kiều,other
việt vị,other
vịn,other
vinh dự,other
vinh hạnh,other
vinh quang,other
vĩnh cửu,adjective
vĩnh viễn,adjective
vịnh,noun
vít,other
vịt,noun
vò,noun
vò võ,other
vỏ,noun
võ,noun
võ nghệ,noun
vó,other
vó câu,noun
vóc dáng,other
voi,noun
vòi,noun
vòi voi,noun
vòm,verb
vòm canh,other
vong ân,other
vong linh,other
vòng,noun
vòng hoa,noun
vòng kiềng,noun
vòng quanh,other
vòng vèo,noun
võng,noun
võng mạc,noun
vọng,"verb,noun"
vọng gác,noun
vọng tưởng,noun
vót,other
vọt,verb
vô biên,adjective
vô bổ,adjective
vô căn cứ,other
vô chủ,"adjective,noun"
vô cơ,adjective
vô cực,noun
vô danh,other
vô định,adjective
vô độ,adjective
vô giá,"adjective,noun"
vô hại,adjective
vô hiệu,adjective
vô hình,adjective
vô ích,adjective
vô loại,other
vô lương tâm,other
vô lý,adjective
vô nghĩa,adjective
vô phép,adjective
vô sản,noun
vô sinh,"adjective,noun"
vô số,other
vô sự,adjective
vô tận,adjective
vô thần,"adjective,noun"
vô thừa nhận,other
vô tình,other
vô tội,other
vô tư,adjective
vô tư lự,other
vô vị,adjective
vô ý thức,adjective
vồ vập,"verb,noun"
vỗ,verb
vỗ béo,"verb,noun"
vỗ tay,other
vỗ về,other
vốc,verb
vôi,noun
vôi vữa,noun
vội,"adjective,verb"
vội vã,"adjective,adverb"
vồn vã,adjective
vốn,noun
vống,other
vơ,other
vờ,other
vờ vịt,noun
vở kịch,noun
vỡ,"verb,adjective"
vỡ lòng,noun
vỡ mủ,noun
vỡ nợ,noun
vớ,noun
vớ vẩn,adjective
vợ,noun
vợ bé,other
với,other
vờn,verb
vớt,verb
vợt,noun
vu khống,other
vu oan,other
vu qui,other
vu vơ,adjective
vù,other
vũ,other
vũ bão,noun
vũ đài,noun
vũ khúc,noun
vũ nữ,noun
vũ trụ,noun
vú,noun
vú em,other
vụ,noun
vụ lợi,other
vua,noun
vui,"adjective,verb"
vùi,verb
vun,other
vun trồng,other
vụn,"adjective,noun"
vụn vặt,noun
vung,noun
vùng,noun
vùng vằng,other
vùng vẫy,"verb,noun"
vũng,noun
vụng,adjective
vuông,"adjective,noun"
vuốt,verb
vuốt ve,verb
vụt,verb
vừa,adverb
vừa lòng,other
vừa lúc,other
vừa mới,other
vừa tầm,other
vữa,noun
vựa,noun
vực,noun
vừng,noun
vững,adjective
vững bền,adjective
vững chắc,adjective
vươn,verb
vườn,noun
vườn bách thú,other
vườn cây,noun
vượn,noun
vương,other
vương vãi,verb
vương vấn,"verb,noun"
vương víu,"noun,adjective"
vướng,verb
vượng,"verb,noun"
vượt,verb
vứt,verb
xa,other
xa cách,other
xa hoa,other
xa lạ,adjective
xa lánh,adjective
xa lộ,noun
xa xăm,noun
xa xỉ,adjective
xà,noun
xà beng,noun
xà bông,noun
xà cừ,noun
xà lách,noun
xà lan,noun
xà lim,noun
xà nhà,noun
xả,verb
xả thân,"verb,noun"
xã,noun
xã giao,noun
xã hội,noun
xã hội chủ nghĩa,other
xã hội học,other
xã luận,noun
xã tắc,other
xá,adjective
xá tội,other
xạ hương,noun
xạ kích,noun
xạ thủ,noun
xác,noun
xác đáng,adjective
xác định,verb
xác nhận,"verb,noun"
xác thực,"verb,noun"
xác xơ,"noun,adjective"
xách,verb
xài,verb
xám,adjective
xám mặt,other
xám xịt,adjective
xán lạn,adjective
xanh,adjective
xanh biếc,adjective
xanh lá cây,other
xanh lơ,adjective
xanh xao,adjective
xao động,"verb,noun"
